asset_id,asset_type,name,lat,lon,surface_type,traffic_estimate,last_repair_date,pothole_reports_30d,pothole_reports_180d,condition_index,report_text,repair_history,images
RD-00109,road,Segment D-109,41.68438,-87.620016,asphalt,74052,2025-04-29,5,15,88,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2025-02-14,
RD-00110,road,Segment B-110,41.7402,-87.871482,concrete,15863,2024-07-11,3,9,56,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,
RD-00111,road,Segment B-111,42.04509,-87.665197,composite,91810,2024-03-29,3,12,90,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.",drain rehab 2025-06-18,
RD-00112,road,Segment C-112,41.971786,-87.866394,composite,90800,2024-01-30,6,18,60,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,full-depth patch 2023-08-31; mill and fill 2024-04-10,
RD-00113,road,Segment B-113,41.763475,-87.793909,concrete,34976,2024-01-29,2,10,67,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied last month.",full-depth patch 2024-03-31; seal coat 2023-09-06; drain rehab 2024-08-17,https://example.com/images/rd-00113_spalling.jpg
RD-00114,road,Segment D-114,41.97644,-87.824098,asphalt,31367,2023-11-20,5,12,67,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2025-12-24; drain rehab 2023-12-17,
RD-00115,road,Segment B-115,41.723956,-87.642225,composite,77789,2025-10-12,4,18,47,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,seal coat 2023-08-18,
RD-00116,road,Segment B-116,42.043902,-87.590391,asphalt,56581,2025-11-14,2,10,97,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00117,road,Segment A-117,41.769321,-87.8879,asphalt,74648,2024-01-14,5,12,81,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2023-09-05; seal coat 2026-02-06,
RD-00118,road,Segment A-118,42.011668,-87.612151,asphalt,77290,2025-05-03,5,22,37,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2024-02-14; full-depth patch 2025-06-27,
RD-00119,road,Segment B-119,41.928187,-87.738446,asphalt,71952,2026-01-15,4,13,61,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2026-01-09; full-depth patch 2024-01-24; mill and fill 2025-09-22,https://example.com/images/rd-00119_drainage.jpg
RD-00120,road,Segment A-120,41.754933,-87.910898,composite,86110,2025-01-18,5,20,8,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,
RD-00121,road,Segment B-121,42.045255,-87.82354,asphalt,54844,2025-01-13,6,11,74,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied this week.,full-depth patch 2023-07-06; full-depth patch 2025-10-13; full-depth patch 2025-12-26,https://example.com/images/rd-00121_joint.jpg
RD-00122,road,Segment A-122,41.680397,-87.73169,concrete,92284,2024-09-25,7,17,68,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2024-09-26; full-depth patch 2024-06-24,https://example.com/images/rd-00122_drainage.jpg
RD-00123,road,Segment D-123,42.011762,-87.627762,concrete,73155,2024-11-24,3,14,57,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,seal coat 2023-12-02; full-depth patch 2023-06-19; drain rehab 2025-07-28,https://example.com/images/rd-00123_pothole.jpg
RD-00124,road,Segment B-124,41.922475,-87.686388,asphalt,23947,2025-02-19,5,12,44,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,mill and fill 2025-08-30,
RD-00125,road,Segment C-125,42.02482,-87.884327,concrete,67187,2023-12-08,3,19,50,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2026-02-27; mill and fill 2023-06-14; full-depth patch 2024-07-08,
RD-00126,road,Segment A-126,41.993422,-87.805462,concrete,17502,2025-04-02,3,7,71,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2023-09-20,https://example.com/images/rd-00126_corrosion.jpg
RD-00127,road,Segment A-127,42.04395,-87.852282,asphalt,57376,2024-05-12,4,16,54,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied last month.,,
RD-00128,road,Segment D-128,42.013759,-87.62488,composite,77715,2026-02-18,2,9,85,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.",seal coat 2024-02-02; mill and fill 2024-09-10; drain rehab 2024-12-06,https://example.com/images/rd-00128_fatigue.jpg
RD-00129,road,Segment D-129,41.721692,-87.742673,asphalt,82947,2025-05-17,4,14,63,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00129_joint.jpg
RD-00130,road,Segment C-130,41.966428,-87.69326,concrete,22524,2024-11-09,3,9,56,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2024-01-25; mill and fill 2024-03-22,
RD-00131,road,Segment B-131,41.839104,-87.78241,concrete,62232,2024-10-23,4,8,98,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2024-06-18,
RD-00132,road,Segment A-132,42.016748,-87.570411,concrete,29579,2024-10-20,5,13,36,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,
RD-00133,road,Segment D-133,41.784643,-87.790986,composite,86010,2025-11-10,4,15,69,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied this week.,drain rehab 2023-08-01; mill and fill 2025-04-28,https://example.com/images/rd-00133_pothole.jpg
RD-00134,road,Segment D-134,41.765115,-87.539881,concrete,35638,2024-02-20,5,7,87,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2024-09-05; drain rehab 2024-12-14; full-depth patch 2025-09-16,
RD-00135,road,Segment D-135,41.901149,-87.702631,asphalt,25782,2024-10-30,3,7,72,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2025-01-28,https://example.com/images/rd-00135_crack.jpg
RD-00136,road,Segment D-136,42.026156,-87.831107,asphalt,1272,2024-07-07,3,6,72,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2024-09-12; seal coat 2023-08-03,
RD-00137,road,Segment A-137,41.871908,-87.587405,composite,38689,2024-04-18,6,14,39,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2025-02-20; drain rehab 2024-09-30,
RD-00138,road,Segment D-138,41.852299,-87.901635,concrete,39382,2024-03-18,5,15,65,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2024-07-04,https://example.com/images/rd-00138_corrosion.jpg
RD-00139,road,Segment A-139,41.811794,-87.707919,asphalt,35394,2025-07-02,3,10,74,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2025-04-22; full-depth patch 2023-11-14,https://example.com/images/rd-00139_spalling.jpg
RD-00140,road,Segment A-140,41.906973,-87.669172,composite,45221,2025-07-07,3,16,56,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied last month.,drain rehab 2024-09-04,https://example.com/images/rd-00140_pothole.jpg
RD-00141,road,Segment C-141,41.755857,-87.624619,asphalt,68782,2024-07-27,5,18,50,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,drain rehab 2025-09-11; seal coat 2024-03-27; full-depth patch 2024-12-04,https://example.com/images/rd-00141_fatigue.jpg
RD-00142,road,Segment D-142,41.708884,-87.945723,concrete,53147,2024-01-11,5,14,50,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2024-11-17; drain rehab 2024-05-12; mill and fill 2025-03-16,https://example.com/images/rd-00142_joint.jpg
RD-00143,road,Segment D-143,41.94827,-87.548491,composite,40368,2025-10-20,2,7,94,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2023-08-25; mill and fill 2024-09-01; full-depth patch 2023-11-27,
RD-00144,road,Segment C-144,41.686751,-87.947695,composite,66889,2025-08-26,4,13,84,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,full-depth patch 2023-08-08; drain rehab 2024-08-13; seal coat 2025-01-01,
RD-00145,road,Segment A-145,41.83588,-87.761237,asphalt,68042,2026-01-28,3,11,79,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2023-10-17; drain rehab 2025-07-30; mill and fill 2025-03-02,https://example.com/images/rd-00145_crack.jpg
RD-00146,road,Segment D-146,41.815271,-87.564683,composite,76249,2026-01-02,7,17,45,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2025-11-18; full-depth patch 2024-07-03,
RD-00147,road,Segment B-147,41.720134,-87.542516,composite,33512,2024-06-23,6,16,31,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2024-12-05,
RD-00148,road,Segment C-148,41.941127,-87.935471,composite,92194,2025-05-24,7,18,72,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied last month.,full-depth patch 2023-07-26,
RD-00149,road,Segment B-149,41.734779,-87.71779,composite,9720,2025-10-28,0,2,99,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied this week.,drain rehab 2025-06-22; seal coat 2024-06-09,https://example.com/images/rd-00149_fatigue.jpg
RD-00150,road,Segment C-150,42.022703,-87.777951,concrete,8420,2025-06-17,5,15,44,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2024-04-26,
RD-00151,road,Segment B-151,41.794828,-87.602849,asphalt,54509,2025-05-05,3,16,70,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00152,road,Segment B-152,41.971141,-87.82595,composite,95114,2025-01-03,3,16,67,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2025-09-27; drain rehab 2025-09-29,
RD-00153,road,Segment B-153,41.824974,-87.892421,composite,90953,2024-09-28,4,21,55,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied this week.,seal coat 2023-07-13; seal coat 2023-11-23; full-depth patch 2024-03-07,
RD-00154,road,Segment C-154,41.769524,-87.843867,asphalt,85836,2025-04-06,4,18,47,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2025-12-23; drain rehab 2025-04-28,
